NRIC,NAME,SURNAME,EMAIL,DateOfBirth,ZIP,Gender,Etnicity,Religion,MaritalStatus,ICD-9
T0723458I,Trae,Kaemmerling,KaemmerlingTra@hotmail.co.uk,1979-11-09,32702,Male,White,Jehovah's Witness,Married-civ-spouse,401.9
F4809013M,Mayra,Greaney,GreaMayra@live.com,1953-04-30,34690,Male,White,Baptist,Married-civ-spouse,401.9
G8676713U,Jerrod,Stallworth,StallJerro@live.co.uk,1989-08-03,33155,Male,American Indian,,Never-married,V70.0
F0491472N,Hayden,Luby,H@gmail.com,1996-04-12,33629,Male,White,Nonreligious,Never-married,244.9
T2053662D,Terrence,Glanz,G@live.co.uk,1990-06-16,33569,Male,White,,Married-civ-spouse,272.4
G1664384W,Lakeisha,Cromeans,Lake@gmail.com,1995-12-26,34217,Male,Black,Nonreligious,Never-married,272.4
S3851596I,Kelton,Mcduffee,MKelto@outlook.gov,1965-09-29,32824,Male,White,Baptist,Married-civ-spouse,244.9
S5311256J,Darwin,Westenbarger,WestenbDar@live.co.uk,1988-02-11,34472,Male,White,Jewish,Married-civ-spouse,530.81
S0367770B,Leon,Mushtaq,MushtL@hotmail.com,1977-12-31,33144,Female,American Indian,Unknown,Divorced,244.9
T0757215H,Aisha,Mckamey,MckaAisha@outlook.co.uk,1981-06-24,32828,Male,White,Nonreligious,Married-civ-spouse,530.81
F1753123U,Molly,Chancer,Cha@outlook.co.uk,1995-12-04,34240,Female,White,Nonreligious,Never-married,401.1
G7338363M,Zachariah,Wolfgang,WolfgZacha@gmail.com,1951-09-30,34238,Male,White,Unknown,Married-civ-spouse,V70.0
G2924162R,Tara,Wigger,WigT@hotmail.co.uk,1962-12-08,33612,Male,Black,,Married-civ-spouse,V70.0
F2694945U,Juana,Daversa,Davers@hotmail.com,1977-12-13,33511,Male,White,,Never-married,401.1
G0093184P,Caitlin,Cranfill,CranCaitlin@gmail.com,1992-01-31,32220,Female,Black,Baptist,Never-married,401.9
S9794703A,Shane,Rehmeier,Reh@outlook.co.uk,1980-09-08,34695,Female,Asian,,Never-married,244.9
F3693779M,Kayli,Skoczylas,SkocK@live.co.uk,1946-04-10,34243,Male,White,Unknown,Married-civ-spouse,401.1
S6120285D,Cierra,Vereb,VC@gmail.com,1964-01-31,34234,Male,White,,Divorced,530.81
F1652963W,Kathleen,Brits,BrKat@hotmail.gov,1952-03-26,33761,Male,White,Baptist,Married-civ-spouse,530.81
F8841088L,Hans,Bodman,Bodma@live.gov,1973-11-12,32826,Male,White,Christian,Divorced,250.00
S5979259H,Todd,Kuchan,Tod@outlook.gov,1972-11-08,33193,Male,White,Unknown,Never-married,250.00
G8066184M,Kianna,Whitten,Whi@gmail.co.uk,1969-03-12,34203,Female,White,Roman Catholic,Separated,244.9
S0898444A,Quinn,Rocks,RoQ@outlook.com,1984-10-31,32803,Male,White,,Married-civ-spouse,250.00
S5304858G,Leon,Kreck,Kreck@live.com,1996-09-22,33711,Female,White,Unknown,Never-married,401.9
S1558031C,Kurt,Cashio,K@gmail.com,1983-03-25,33418,Female,White,,Never-married,250.00
G4376098W,Manuel,Naegle,NaegMan@hotmail.co.uk,1964-03-25,33411,Female,White,Unknown,Divorced,401.9
F7919297W,Markus,Merkl,M@gmail.co.uk,1967-08-25,33176,Male,White,Nonreligious,Married-civ-spouse,272.4
T4781596G,Connie,Roshia,Co@gmail.com,1985-11-26,32128,Female,White,,Married-civ-spouse,401.9
T3150814B,Thaddeus,Kersey,KersThaddeus@outlook.com,1954-11-20,34952,Female,White,Methodist,Never-married,401.9
T6274255J,Marquez,Huyett,HuyetMarqu@outlook.gov,1972-03-09,33444,Male,White,Unknown,Divorced,427.31
S7988491Z,Gerard,Borge,Ge@hotmail.com,1988-05-21,34787,Male,White,,Married-civ-spouse,250.00
T2015968E,Calvin,Jerde,JerdeCal@outlook.co.uk,1948-10-20,34743,Female,Black,Roman Catholic,Widowed,401.9
S8883463A,Georgia,Koteles,KotelGe@outlook.co.uk,1976-09-08,33032,Female,White,Nonreligious,Never-married,250.00
S0695653Z,Ulysses,Mensi,MensiUly@outlook.gov,1970-02-16,33176,Male,White,Nonreligious,Never-married,401.9
T9489770Z,Kathleen,Rosendorf,Rosendorf@gmail.co.uk,1994-09-22,32066,Female,White,Methodist,Never-married,V70.0
G3726260U,Jazmine,Sampey,SJazmi@gmail.com,1979-07-04,32097,Male,White,,Divorced,401.9
G8065956M,Kathrine,Microni,MiKathrine@live.co.uk,1954-06-16,33435,Male,White,Unknown,Never-married,311
S9690923C,Monica,Klar,KlaMo@live.co.uk,1979-11-12,34446,Male,White,,Married-civ-spouse,250.00
T5359420D,Travis,Mccornack,MccorTrav@outlook.co.uk,1981-06-03,33545,Male,White,,Never-married,401.1
G3338389N,Jolene,Zaic,ZJol@live.gov,1972-04-09,34990,Male,White,,Married-civ-spouse,272.4
S0170117G,Jada,Werley,WerleJada@outlook.co.uk,1975-02-04,34741,Male,White,Unknown,Married-civ-spouse,272.4
T9528665H,Katy,Genich,GeKat@live.com,1980-12-31,33020,Male,White,Christian,Divorced,V70.0
F5445251U,Don,Ginocchio,GiDo@outlook.com,1990-09-30,33484,Female,White,Unknown,Divorced,427.31
T3080275F,Justina,Im,Justina@live.co.uk,1968-09-18,33993,Male,Black,Nonreligious,Married-civ-spouse,250.00
F3714000R,Shanice,Hirao,HiraoSh@gmail.com,1995-05-12,32210,Female,White,Unknown,Never-married,V58.69
G0767262N,Tucker,Steinert,SteineTuc@hotmail.co.uk,1977-10-01,32503,Male,White,Roman Catholic,Married-civ-spouse,244.9
F4957083W,Tamara,Mey,MTamar@gmail.com,1978-05-28,32750,Female,White,Lutheran,Divorced,401.9
F0268233T,Rory,Dannhaus,DannhRor@live.gov,1972-01-26,34690,Male,White,Unknown,Married-civ-spouse,272.4
F8095586M,Chelsi,Conyers,CoChel@gmail.co.uk,1960-02-07,33428,Female,Asian,,Married-civ-spouse,250.00
F5635789X,Kirby,Lenihan,LKirb@outlook.gov,1991-02-27,32055,Male,White,,Never-married,244.9
S5613420D,Jacoby,Wanous,WanousJac@live.co.uk,1984-09-03,34690,Female,White,,Never-married,250.00
S7002666Z,Melisa,Kay,Ka@outlook.com,1969-04-07,33176,Female,White,Unknown,Never-married,250.00
F6294844L,Kathrine,Olmscheid,OKathr@gmail.com,1990-09-22,32127,Male,White,,Never-married,250.00
T5570426J,Morris,Kendrix,KendrMor@gmail.com,1985-01-11,34231,Female,Black,,Never-married,401.9
F5082135T,Sammy,Palmour,PaSa@live.gov,1993-01-05,32456,Male,White,,Never-married,272.4
T1894204F,John,Zachariah,ZJohn@live.gov,1975-01-31,32806,Female,White,Unknown,Divorced,250.00
F4566320P,Emmanuel,Woller,Emmanuel@live.gov,1961-12-22,33776,Male,Black,Nonreligious,Married-civ-spouse,250.00
F6378543K,Shay,Bourek,BoS@gmail.com,1993-04-11,34205,Female,White,Roman Catholic,Divorced,250.00
G2196358P,Allie,Pereira,PereAllie@live.co.uk,1971-06-10,34974,Male,Black,Unknown,Married-civ-spouse,244.9
T7364584J,Jess,Billiot,BillioJe@hotmail.com,1974-10-28,34668,Male,White,,Married-civ-spouse,272.4
G8378969R,Sofia,Benzi,Sofia@hotmail.com,1987-11-14,32304,Male,White,Nonreligious,Never-married,272.4
F2859653R,Dario,Antone,ADario@gmail.com,1968-04-18,32825,Male,White,Nonreligious,Married-civ-spouse,272.4
S5371250I,Aisha,Rohrdanz,RoAis@live.co.uk,1980-01-19,32259,Male,White,,Divorced,272.4
F1287495L,Luis,Wilsen,Wilse@outlook.gov,1964-09-06,33161,Male,White,Unknown,Married-civ-spouse,401.9
G7838635P,Ismael,Waldbauer,WaIsmael@live.com,1970-08-17,33434,Male,White,Other,Divorced,V58.69
G1164355T,Bret,Simiskey,SBr@hotmail.co.uk,1982-04-09,32405,Male,White,Baptist,Never-married,427.31
S3382623J,Jaimie,Bertagnolli,BJaimie@hotmail.com,1989-01-15,32233,Female,White,,Never-married,401.1
S8609120H,Aisha,Pho,Ais@outlook.com,1998-05-28,34759,Female,White,,Never-married,401.9
G3982712M,Lyndsey,Reash,RL@outlook.gov,1998-10-19,34638,Female,White,Unknown,Never-married,V58.69
G7937206N,Monica,Calverley,Calverle@gmail.com,1974-02-01,33155,Male,White,Nonreligious,Married-civ-spouse,250.00
T7564876F,Abbigail,Habash,HaAbbi@hotmail.co.uk,1952-12-06,32162,Male,White,Other,Married-civ-spouse,401.9
F1891220K,Britney,Campolo,CampoloB@outlook.gov,1980-01-07,33056,Male,White,Unknown,Married-civ-spouse,V70.0
F0420752K,Paulina,Raabe,RaabeP@hotmail.co.uk,1996-07-19,32024,Female,Black,Roman Catholic,Never-married,V70.0
G1296564T,Simone,Pacubas,Simone@outlook.gov,1964-06-16,34221,Male,White,,Married-civ-spouse,272.4
F9797202T,Audra,Manivong,A@gmail.com,1972-06-04,33914,Male,White,Unknown,Married-civ-spouse,401.9
G6195796X,Misael,Kreines,KreMisae@live.com,1963-11-06,32746,Male,White,Baptist,Married-civ-spouse,311
F1072744T,Demarcus,Devoogd,DevoogdDema@gmail.com,1980-09-08,34787,Male,White,Methodist,Married-civ-spouse,244.9
T3596633A,Jerrell,Kanoza,Kanoz@gmail.co.uk,1989-08-15,34232,Male,Asian,Unknown,Never-married,401.9
S8213245G,Maximilian,Tenda,TMaximi@outlook.gov,1964-04-03,34953,Male,White,Unknown,Married-civ-spouse,244.9
F0337993X,Milton,Koves,KovesMil@live.co.uk,1956-08-24,34677,Male,White,Baptist,Married-civ-spouse,244.9
G5506149K,Eric,Gessel,GessEri@live.com,1975-08-28,33161,Male,White,Unknown,Married-civ-spouse,427.31
F7359449U,Emanuel,Alvey,@outlook.gov,1952-03-18,32218,Male,White,Unknown,Married-civ-spouse,272.4
F5802892N,Jarod,Hoseman,HJar@hotmail.co.uk,1991-12-14,32571,Male,White,Protestant,Never-married,427.31
S8510515I,Dequan,Vetsch,VetscDe@gmail.com,1953-08-26,33782,Male,Asian,Unknown,Married-civ-spouse,401.9
G1896288T,Alisa,Stenner,SAli@live.com,1962-12-24,32137,Male,White,Unknown,Divorced,401.9
T4206057G,Kalie,Crain,C@hotmail.gov,1995-08-08,32824,Male,White,,Never-married,401.9
F6876111P,Rogelio,Dellaca,DRogelio@hotmail.co.uk,1989-03-13,33573,Male,White,Nonreligious,Never-married,530.81
S8049345B,Warren,Garrish,GarrWar@gmail.co.uk,1953-03-27,34715,Male,White,Unknown,Married-civ-spouse,401.9
S1733097G,Ron,Romanowski,RomanowskiRon@live.com,1979-09-11,33565,Female,White,,Divorced,427.31
F6381196M,Preston,Wagener,WagenePre@hotmail.com,1994-05-18,33184,Male,White,Unknown,Never-married,250.00
T4627155F,Alina,Merrih,MerrihA@hotmail.co.uk,1962-04-19,33914,Male,White,,Married-civ-spouse,401.1
G0258989M,Dara,Reffett,ReffettD@gmail.com,1962-12-29,32174,Female,White,,Divorced,250.00
T0741861B,Walter,Barrom,BarrWalte@live.gov,1956-03-05,32501,Male,White,Baptist,Married-civ-spouse,250.00
T2580574G,Miles,Cassman,CassmMi@gmail.com,1997-03-19,32250,Male,White,Unknown,Never-married,V70.0
F9291218M,Darrion,Billesbach,BillesbDarrion@outlook.gov,1991-06-07,32653,Female,White,Unknown,Divorced,244.9
G8793250T,Infant,Nicoulin,Nico@hotmail.com,1965-04-24,32927,Female,White,,Married-civ-spouse,V58.69
F6807962N,Madison,Groby,Madison@outlook.co.uk,1969-02-04,33483,Female,White,,Never-married,250.00
T9833629Z,Eden,Turkington,TEden@gmail.com,1972-12-01,33150,Male,White,Methodist,Never-married,401.1
F8765549X,Kia,Heebner,Heebne@outlook.co.uk,1998-02-12,32583,Female,White,Roman Catholic,Never-married,401.9
G8752358Q,Alma,Traina,TrainAlm@outlook.com,1959-10-03,33712,Female,White,Unknown,Widowed,427.31
F1304738M,Harley,Corlee,CorleeH@outlook.com,1994-11-06,32073,Male,White,Nonreligious,Never-married,V70.0
S9038693Z,Aldo,Kinnear,KinAldo@live.gov,1980-08-31,34243,Female,Black,Unknown,Divorced,401.1
T3626467E,Bethany,Walle,WalBethany@live.gov,1983-07-15,34473,Female,White,Unknown,Married-civ-spouse,272.4
T6183947Z,Candace,Kurr,KC@outlook.gov,1977-08-20,32937,Male,White,Unknown,Married-civ-spouse,272.4
G3278744N,Pedro,Mantsch,Mant@outlook.gov,1967-03-11,33016,Male,Other,,Married-civ-spouse,250.00
T8921798I,Bernard,Markette,MarBern@live.com,1975-07-07,34748,Male,Asian,,Married-civ-spouse,401.9
F5416863L,Aleah,Littich,LiAl@hotmail.gov,1981-01-19,33401,Male,White,Baptist,Married-civ-spouse,V70.0
T0940889D,Heaven,Sarcone,SarconHeav@hotmail.co.uk,1976-09-25,32570,Female,White,Roman Catholic,Divorced,401.9
G0787697K,Dustin,Corkill,CorkilDus@outlook.gov,1986-10-20,33547,Female,White,Nonreligious,Never-married,530.81
G4149005P,Tre,Denenberg,DenenbeTr@hotmail.gov,1991-12-22,32963,Male,White,Nonreligious,Never-married,401.1
F7481313P,Yesenia,Cegielski,CegielskiY@hotmail.gov,1991-10-06,33521,Male,Black,Nonreligious,Married-civ-spouse,244.9
S3193574A,Reggie,Magdefrau,MagdeRe@outlook.gov,1979-06-17,33411,Male,White,,Married-civ-spouse,244.9
S7846497F,Lucero,Presiado,PresLu@hotmail.gov,1963-08-12,33579,Male,White,,Divorced,250.00
F6457548K,Tucker,Burnison,BTucke@hotmail.gov,1982-10-14,33772,Female,White,Unknown,Never-married,V70.0
F7256966X,Britany,Fearn,FeaBrit@live.gov,1994-08-01,32205,Male,White,Baptist,Never-married,401.9
F6126828Q,Victoria,Carranzo,Victor@gmail.co.uk,1998-05-03,33165,Female,White,Unknown,Never-married,311
G9783895W,Bryana,Berning,BerninBr@outlook.com,1964-12-25,33594,Female,White,Christian,Married-civ-spouse,401.9
G0019031N,Lesly,Manganaro,MLesl@gmail.co.uk,1971-04-28,32444,Male,Black,Unknown,Divorced,250.00
S9619967H,Maurice,Rosenthall,RoMaur@gmail.com,1997-06-25,33462,Female,White,Roman Catholic,Never-married,427.31
T0750074B,Willie,Fehn,FehWillie@outlook.com,1983-09-02,32011,Male,White,,Married-civ-spouse,250.00
T1133487C,Kenneth,Weissler,Ken@gmail.com,1971-02-13,34711,Male,White,,Married-civ-spouse,V70.0
F1349920U,Keven,Fabiano,FabianKeven@outlook.co.uk,1973-12-14,33138,Male,White,Roman Catholic,Married-civ-spouse,272.4
S4170751H,Myles,Kleinhans,KlMyle@outlook.gov,1976-03-02,33183,Male,White,Unknown,Married-civ-spouse,401.9
G1442958K,Daron,Maloff,Daron@outlook.gov,1975-04-15,33437,Male,White,,Married-civ-spouse,250.00
S8742856G,Houston,Morrissette,MoHousto@gmail.com,1991-08-15,32259,Male,White,Unknown,Married-civ-spouse,272.4
T7480869G,Jami,Heagney,HeaJa@outlook.gov,1994-02-10,34952,Female,White,,Never-married,V70.0
S2920623F,Lidia,Mcclaran,McclaLidi@hotmail.com,1964-11-08,32181,Male,White,Nonreligious,Never-married,250.00
G9882653W,Randy,Fontaine,FontainRandy@gmail.co.uk,1971-04-01,33312,Male,White,Nonreligious,Married-civ-spouse,250.00
F4218765T,Brea,Rhinehart,RhinB@hotmail.gov,1984-07-11,33982,Female,White,,Never-married,427.31
S7453343D,Edwin,Olenski,OlensEd@hotmail.com,1990-01-24,34683,Male,White,,Never-married,272.4
G2833299T,Jonathan,Schnure,Jo@hotmail.com,1992-05-31,33782,Male,Black,Unknown,Divorced,401.9
T8882142D,Omari,Janowski,JanowskiOma@hotmail.gov,1979-02-23,32817,Female,Black,,Divorced,V70.0
T6418674D,Jenny,Schnittker,SchnittJenn@outlook.gov,1967-09-18,34759,Female,White,Unknown,Divorced,401.9
S4382601H,Alexandria,Mardesich,Mar@live.co.uk,1973-07-09,33486,Male,White,Unknown,Married-civ-spouse,401.9
S7632925G,Fatima,Quintero,QuinteFa@live.gov,1981-02-14,33021,Male,White,Protestant,Never-married,V58.69
F3247772X,Maxwell,Heuman,@live.com,1979-04-13,34683,Male,White,Unknown,Married-civ-spouse,244.9
F7188643M,Andrew,Seard,SeardAndre@live.gov,1999-08-02,32226,Male,White,Nonreligious,Never-married,V70.0
S5128820C,Reina,Karpinski,KarpinskRe@hotmail.gov,1968-11-24,32046,Male,White,Lutheran,Married-civ-spouse,250.00
F4824765L,Jessenia,Rytuba,RytuJesseni@hotmail.gov,1976-11-24,33592,Female,White,,Divorced,401.9
T9642056J,Kody,Malensek,Male@live.gov,1990-03-14,33913,Male,White,Unknown,Never-married,401.9
F2240071K,Lionel,Cichosz,CichoszLi@gmail.com,1981-03-11,33055,Male,Asian,Unknown,Married-civ-spouse,250.00
G9671026R,Josue,Baugess,Bauge@live.com,1995-03-30,34946,Female,White,Unknown,Never-married,V70.0
S2745679J,Katlyn,Hinders,HKatl@gmail.com,1962-01-23,33523,Male,White,,Divorced,250.00
S6433913C,Spenser,Bideaux,BideSp@outlook.com,1976-01-26,33024,Female,Black,,Divorced,401.9
T5920254E,Meagan,Krouse,Meagan@gmail.co.uk,1965-06-27,33715,Female,Black,,Separated,244.9
G5826332W,Jalisa,Metroka,Jali@gmail.com,1956-02-05,32461,Female,Black,,Married-civ-spouse,311
F4625489U,Lloyd,Cucinella,CL@live.com,1994-11-10,32926,Male,White,,Never-married,401.9
G4960544R,Gabriela,Aievoli,AiGabrie@outlook.com,1996-03-20,32789,Male,White,,Never-married,427.31
S9222060E,Dionte,Lazzell,D@hotmail.gov,1995-03-23,32708,Male,White,Christian,Never-married,530.81
G8434914M,Tatyana,Mellis,Ta@gmail.co.uk,1995-10-07,34109,Male,White,Unknown,Never-married,401.9
F1392413U,Mohammad,Holgate,HolgaMohammad@gmail.com,1973-08-19,33304,Female,White,Unknown,Divorced,V70.0
T2938846F,Bronson,Bartkowski,@hotmail.co.uk,1980-09-12,33778,Male,White,Unknown,Married-civ-spouse,427.31
G2449169L,Heidi,Zappile,ZappilHei@gmail.co.uk,1951-06-23,32563,Male,White,,Married-civ-spouse,427.31
T2352365E,Stetson,Kopiasz,KS@outlook.co.uk,1968-04-19,33767,Male,White,Muslim,Married-civ-spouse,V70.0
T1033484E,Justyn,Lero,LJus@outlook.com,1979-02-21,32301,Male,White,Baptist,Separated,244.9
T9532932B,Mindy,Kanish,KMindy@hotmail.co.uk,1996-07-22,32724,Male,White,Unknown,Never-married,530.81
S8963353B,Jodi,Balsano,BalsanJod@hotmail.com,1975-12-31,32701,Female,White,,Divorced,401.9
T6437578D,Tristen,Handzlik,Tr@gmail.com,1961-01-27,33619,Male,White,,Married-civ-spouse,401.9
S5524580J,Diane,Boughner,Boughn@hotmail.gov,1977-04-30,33040,Female,White,Nonreligious,Divorced,244.9
G9521353R,Dusty,Feltz,Du@hotmail.gov,1975-07-20,32442,Female,White,Nonreligious,Married-civ-spouse,401.1
G3749918T,Maya,Gastelum,Maya@live.gov,1957-07-07,34787,Male,White,,Married-civ-spouse,530.81
F6254534T,Carter,Myslin,Car@live.co.uk,1964-10-31,32726,Male,White,Methodist,Married-civ-spouse,272.4
F7760001U,Adan,Dales,Da@hotmail.com,1977-11-13,32608,Male,White,,Married-civ-spouse,311
G3402347Q,Ezekiel,Hougland,HoEz@live.com,1960-08-10,34472,Male,Black,Unknown,Married-spouse-absent,V70.0
S6950339Z,Brandie,Nunez,NuBran@outlook.gov,1947-11-15,32257,Female,Black,Unknown,Widowed,250.00
F4270468R,Sheila,Neuberger,NeSheila@gmail.com,1967-12-05,33853,Male,White,Unknown,Married-civ-spouse,272.4
F6995880W,Andrew,Aiporlani,AiporAnd@live.gov,1983-11-07,32825,Male,White,Unknown,Married-civ-spouse,244.9
T7928473D,Frank,Kunimitsu,KunimitsFran@live.co.uk,1988-06-29,33157,Male,White,Unknown,Married-civ-spouse,427.31
G2622954P,Coby,Gossack,Co@gmail.com,1967-03-26,32344,Male,White,Unknown,Married-civ-spouse,401.9
F2930648Q,Linda,Mayhood,MayhooLinda@gmail.com,1965-01-08,33019,Male,White,Unknown,Married-spouse-absent,272.4
F3483882T,Jennie,Mcglohon,McglJ@hotmail.co.uk,1974-09-15,32095,Female,White,Muslim,Divorced,401.9
T1278195D,Judy,Neuzil,NeuziJu@hotmail.com,1950-07-13,33311,Female,White,Unknown,Widowed,401.9
S1136916B,Jarvis,Toti,TJarv@hotmail.gov,1972-06-23,32725,Male,White,,Separated,401.1
T4460475B,Julianna,Luedke,LuedJul@hotmail.gov,1990-03-26,34238,Male,White,Other,Divorced,272.4
T4783449Z,Gregory,Zimlich,ZimlichGregory@outlook.com,1973-06-24,33909,Female,White,,Divorced,V70.0
G4176319K,Jenna,Bour,BourJenna@hotmail.com,1988-01-13,32955,Female,White,Unknown,Never-married,272.4
G9991352P,Jerrica,Mahnke,MahnkeJerr@outlook.co.uk,1991-02-01,32712,Female,White,Unknown,Never-married,272.4
T2776672B,Nichole,Duncombe,DuncombNichole@live.gov,1999-12-10,32344,Female,White,Unknown,Never-married,272.4
F6067872M,Mia,Pyatt,PyMia@live.co.uk,1964-03-06,33304,Male,White,Unknown,Married-civ-spouse,401.9
F7714193Q,Reagan,Riskin,RisReag@hotmail.co.uk,1982-01-25,33565,Female,White,Other,Separated,244.9
G0649493P,Keaton,Heinritz,HK@gmail.co.uk,1992-11-02,32920,Male,White,Nonreligious,Never-married,V70.0
S2388984F,Julissa,Pendergraph,PendergrapJu@live.co.uk,1975-06-20,33952,Male,White,Other,Married-spouse-absent,401.9
T0814593H,Hugh,Ealand,Ealand@gmail.co.uk,1951-04-26,34604,Female,White,,Widowed,250.00
G6737739R,Jaleel,Cartner,Cartner@gmail.com,1980-09-01,33604,Male,White,Unknown,Married-civ-spouse,401.9
G7692862L,Vanesa,Humphry,Vane@live.gov,1997-02-03,34609,Male,White,Nonreligious,Never-married,272.4
G5800537K,Dawn,Nicometo,Nic@outlook.gov,1973-07-16,33584,Male,White,Unknown,Married-spouse-absent,244.9
S9357924J,Kianna,Zabek,ZabKian@gmail.com,1977-09-22,32308,Female,White,Unknown,Married-civ-spouse,401.1
G2614872M,Desirae,Laychock,Desira@outlook.gov,1968-11-16,32034,Male,White,Unknown,Married-civ-spouse,401.9
S4785263C,Damaris,Gustine,GustinDamari@hotmail.com,1966-02-16,32561,Male,White,,Married-civ-spouse,V70.0
G5777388W,Angela,Doyon,Angel@gmail.com,1995-08-22,34287,Male,White,,Never-married,V70.0
S3593004C,Ronald,Demry,DemrRonald@hotmail.co.uk,1980-08-23,32776,Female,Black,Protestant,Never-married,250.00
G9753511Q,Hans,Petrusky,PeHans@hotmail.com,1983-07-07,33875,Male,Black,,Married-civ-spouse,427.31
G1319958L,Kaylyn,Bushee,BushKaylyn@hotmail.com,1966-12-20,33827,Male,White,Protestant,Married-civ-spouse,250.00
F9205334L,Julissa,Marcy,MarcyJulis@live.gov,1967-06-25,33136,Male,White,,Married-civ-spouse,244.9
G2401736L,Rachel,Dearin,DR@outlook.gov,1982-05-28,33143,Male,Black,Nonreligious,Never-married,272.4
S8374282H,Kaley,Lobasso,LobasKaley@outlook.co.uk,1946-10-04,34239,Male,White,Nonreligious,Married-civ-spouse,401.9
F9560311N,Terrence,Brasier,BraTe@outlook.co.uk,1977-01-08,32765,Male,White,,Divorced,250.00
S5245310J,Ulises,Earnhart,EarnUl@hotmail.gov,1972-06-28,33573,Female,White,Nonreligious,Divorced,V70.0
S5218962D,Jarod,Colgin,ColginJar@live.co.uk,1984-06-27,33469,Female,White,,Married-civ-spouse,401.1
T4729385E,Catalina,Schweiker,SchweikerCatali@outlook.co.uk,1976-09-01,33510,Male,Black,Unknown,Never-married,401.1
S6483458D,Marco,Lambrakis,LMar@gmail.com,1970-12-30,34446,Male,Black,Unknown,Married-civ-spouse,272.4
F9230112P,Sabrina,Musante,MuSa@outlook.com,1995-05-11,33467,Male,White,Unknown,Never-married,272.4
F5116298Q,Omar,Ehret,EhO@gmail.com,1976-10-03,33414,Female,Asian,Unknown,Married-civ-spouse,V70.0
T6195892D,Deion,Tichy,TD@hotmail.com,1969-07-15,32570,Male,White,Unknown,Divorced,272.4
T5833053A,Lesley,Helom,HeloLesle@gmail.co.uk,1997-11-25,33033,Male,White,Muslim,Never-married,401.9
T2791760G,Kathryn,Dulek,Du@gmail.com,1994-09-24,33841,Female,White,,Never-married,V70.0
T8004138A,Samantha,Nitta,NSaman@gmail.co.uk,1996-12-16,34677,Female,White,Roman Catholic,Never-married,244.9
G1973715L,Emilia,Prefontaine,PrefonEmilia@live.com,1970-06-03,33418,Female,White,Unknown,Divorced,272.4
F9344472T,Eliza,Mcglinn,McgEl@outlook.com,1975-08-17,33762,Male,White,Unknown,Married-civ-spouse,311
F3905600M,Justen,Klump,Klu@hotmail.co.uk,1999-02-11,32221,Female,Other,,Never-married,401.9
